29;23;52911;26609;26302
29;22;54254;27552;26702
29;21;56025;28435;27590
29;20;57399;29165;28234
29;19;58226;29548;28678
29;18;59253;30075;29178
29;17;60352;30750;29602
29;16;62551;31904;30647
29;15;63692;32607;31085
29;14;64554;33116;31438
29;13;65127;33332;31795
29;12;65717;33719;31998
29;11;66135;;
29;10;66655;;
29;9;66999;;
29;8;67223;;
29;7;67855;;
30;29;26778;16309;10469
30;28;27745;16907;10838
30;27;28647;17433;11214
30;26;29559;18015;11544
30;25;30305;18605;11700
30;24;31037;19063;11974
30;23;31722;19604;12118
30;22;32566;20231;12335
30;21;33842;21356;12486
30;20;34777;21978;12799
30;19;35602;22522;13080
30;18;36488;23133;13355
30;17;37383;23784;13599
30;16;38551;24639;13912
30;15;39498;25300;14198
30;14;40178;25743;14435
30;13;40469;25912;14557
30;12;40858;26212;14646
30;11;41027;;
30;10;41411;;
30;9;41806;;
30;8;42152;;
30;7;42438;;
31;29;148908;;148908
31;28;151309;;151309
31;27;154326;;154326
31;26;156141;;156141
31;25;157305;;157305
31;24;158541;;158541
31;23;160142;;160142
31;22;162898;;162898
31;21;168134;;168134
31;20;170699;;170699
31;19;172686;;172686
31;18;175389;;175389
31;17;178380;;178380
31;16;183627;;183627
31;15;186811;;186811
31;14;189526;;189526
31;13;190911;;190911
31;12;193220;;193220
31;11;194674;;
31;10;195698;;
31;9;196578;;
31;8;198603;;
31;7;201577;;
32;29;56131;41003;15128
32;28;54635;38977;15658
32;27;53459;37350;16109
32;26;52831;36547;16284
32;25;52110;35816;16294
32;24;51614;35297;16317
32;23;51405;35034;16371
32;22;51279;34834;16445
32;21;51843;35144;16699
32;20;51690;34992;16698
32;19;50488;33895;16593
32;18;49293;32695;16598
32;17;48488;31959;16529
32;16;48104;31425;16679
32;15;47367;30598;16769
32;14;46570;29747;16823
32;13;46413;29557;16856
32;12;46179;29256;16923
32;11;45902;;
32;10;45941;;
32;9;45982;;
32;8;45422;;
32;7;44651;;
33;29;37945;19303;18642
33;28;38558;19369;19189
33;27;39121;19336;19785
33;26;39758;19606;20152
33;25;40133;19859;20274
33;24;40595;20109;20486
33;23;40880;20364;20516
33;22;41461;20796;20665
33;21;42607;21436;21171
33;20;43573;21879;21694
33;19;43786;21964;21822
33;18;44187;22110;22077
33;17;44423;22196;22227
33;16;45119;22474;22645
33;15;45454;22544;22910
33;14;45419;22351;23068
33;13;45438;22254;23184
33;12;45723;22321;23402
33;11;45590;;
33;10;45474;;
33;9;45313;;
33;8;44906;;
33;7;44456;;
34;29;17097;10043;7054
34;28;17670;10420;7250
34;27;18225;10717;7508
34;26;18678;10918;7760
34;25;19058;11155;7903
34;24;19425;11438;7987
34;23;19835;11677;8158
34;22;20355;12078;8277
34;21;21064;12596;8468
34;20;21596;13084;8512
34;19;22052;13332;8720
34;18;22509;13610;8899
34;17;22920;13942;8978
34;16;23422;14261;9161
34;15;23865;14513;9352
34;14;24240;14714;9526
34;13;24492;14882;9610
34;12;24622;14986;9636
34;11;24742;;
34;10;25039;;
34;9;25285;;
34;8;25504;;
34;7;25693;;
35;29;19115;14159;4956
35;28;19821;14577;5244
35;27;20438;14978;5460
35;26;20813;15242;5571
35;25;21254;15541;5713
35;24;21639;15863;5776
35;23;22064;16227;5837
35;22;22509;16547;5962
35;21;23078;16948;6130
35;20;23507;17341;6166
35;19;23902;17662;6240
35;18;24430;18071;6359
35;17;24977;18525;6452
35;16;25694;19059;6635
35;15;26221;19466;6755
35;14;26631;19798;6833
35;13;26926;20032;6894
35;12;27182;20287;6895
35;11;27353;;
35;10;27590;;
35;9;27852;;
35;8;28071;;
35;7;28372;;
36;29;54600;18908;35692
36;28;55757;19155;36602
36;27;57103;19504;37599
36;26;58027;19682;38345
36;25;58695;19849;38846
36;24;59483;19941;39542
36;23;60459;20127;40332
36;22;61527;20321;41206
36;21;63492;20825;42667
36;20;64496;21001;43495
36;19;65110;20962;44148
36;18;65986;21189;44797
36;17;66757;21489;45268
36;16;68023;21777;46246
36;15;69088;21935;47153
36;14;69789;21858;47931
36;13;70275;21946;48329
36;12;70910;22216;48694
36;11;71146;;
36;10;71508;;
36;9;72051;;
36;8;72472;;
36;7;72873;;
37;29;52208;16304;35904
37;28;53380;16626;36754
37;27;54773;16871;37902
37;26;55441;17021;38420
37;25;56119;17272;38847
37;24;56773;17569;39204
37;23;57457;17817;39640
37;22;58431;18207;40224
37;21;60471;18711;41760
37;20;61443;19055;42388
37;19;61932;19344;42588
37;18;62750;19758;42992
37;17;63564;20175;43389
37;16;64882;20550;44332
37;15;65831;20712;45119
37;14;66469;20702;45767
37;13;66799;20870;45929
37;12;67295;21054;46241
37;11;67466;;
37;10;67874;;
37;9;68143;;
37;8;68591;;
37;7;69171;;
38;29;17856;12269;5587
38;28;18407;12648;5759
38;27;18877;12893;5984
38;26;19233;13148;6085
38;25;19582;13378;6204
38;24;20032;13730;6302
38;23;20390;14004;6386
38;22;20751;14318;6433
38;21;21238;14712;6526
38;20;21751;15118;6633
38;19;22221;15497;6724
38;18;22671;15898;6773
38;17;23128;16304;6824
38;16;23817;16861;6956
38;15;24268;17246;7022
38;14;24789;17672;7117
38;13;25114;17952;7162
38;12;25449;18230;7219
38;11;25618;;
38;10;25784;;
38;9;26014;;
38;8;26272;;
38;7;26442;;
39;29;3224;;3224
39;28;3097;;3097
39;27;3020;;3020
39;26;2879;;2879
39;25;2752;;2752
39;24;2719;;2719
39;23;2641;;2641
39;22;2564;;2564
39;21;2403;;2403
39;20;2477;;2477
39;19;2300;;2300
39;18;2204;;2204
39;17;2230;;2230
39;16;2316;;2316
39;15;2244;;2244
39;14;2160;;2160
39;13;2202;;2202
39;12;2399;;2399
39;11;2369;;
39;10;2359;;
39;9;2379;;
39;8;2441;;
39;7;2459;;
40;29;7793;5999;1794
40;28;8094;6205;1889
40;27;8414;6385;2029
40;26;8711;6609;2102
40;25;8928;6788;2140
40;24;9124;6973;2151
40;23;9297;7107;2190
40;22;9535;7309;2226
40;21;9942;7641;2301
40;20;10190;7842;2348
40;19;10468;8046;2422
40;18;10808;8353;2455
40;17;11094;8583;2511
40;16;11476;8880;2596
40;15;11745;9104;2641
40;14;11974;9282;2692
40;13;12093;9379;2714
40;12;12212;9483;2729
40;11;12190;;
40;10;12247;;
40;9;12266;;
40;8;12247;;
40;7;12188;;
41;29;19546;13791;5755
41;28;20311;14334;5977
41;27;20956;14784;6172
41;26;21555;15269;6286
41;25;21979;15657;6322
41;24;22549;16123;6426
41;23;23170;16613;6557
41;22;23847;17131;6716
41;21;24705;17744;6961
41;20;25434;18359;7075
41;19;25953;18782;7171
41;18;26589;19292;7297
41;17;27252;19806;7446
41;16;28025;20393;7632
41;15;28535;20780;7755
41;14;28926;21182;7744
41;13;29157;21371;7786
41;12;29528;21660;7868
41;11;29673;;
41;10;29896;;
41;9;30137;;
41;8;30370;;
41;7;30580;;
42;29;15381;;15381
42;28;15449;;15449
42;27;15542;;15542
42;26;15379;;15379
42;25;15358;;15358
42;24;15353;;15353
42;23;15512;;15512
42;22;15771;;15771
42;21;16212;;16212
42;20;16272;;16272
42;19;16386;;16386
42;18;16518;;16518
42;17;16704;;16704
42;16;17048;;17048
42;15;17222;;17222
42;14;17324;;17324
42;13;17372;;17372
42;12;17619;;17619
42;11;17761;;
42;10;17981;;
42;9;18285;;
42;8;18619;;
42;7;18972;;
43;29;88678;;88678
43;28;91054;;91054
43;27;93598;;93598
43;26;95202;;95202
43;25;96328;;96328
43;24;97343;;97343
43;23;98469;;98469
43;22;100027;;100027
43;21;103101;;103101
43;20;104793;;104793
43;19;106495;;106495
43;18;108314;;108314
43;17;109901;;109901
43;16;112543;;112543
43;15;114917;;114917
43;14;116925;;116925
43;13;118231;;118231
43;12;119808;;119808
43;11;121046;;
43;10;122498;;
43;9;123885;;
43;8;125172;;
43;7;126086;;
44;29;35734;34309;1425
44;28;36417;34980;1437
44;27;36705;35233;1472
44;26;37173;35684;1489
44;25;37488;35966;1522
44;24;37867;36309;1558
44;23;38392;36832;1560
44;22;39164;37580;1584
44;21;40377;38751;1626
44;20;40980;39326;1654
44;19;41162;39479;1683
44;18;41573;39884;1689
44;17;41930;40231;1699
44;16;42435;40765;1670
44;15;42588;40902;1686
44;14;42657;40952;1705
44;13;42628;40905;1723
44;12;42886;41140;1746
44;11;42695;;
44;10;42724;;
44;9;42649;;
44;8;42675;;
44;7;42712;;
45;29;23967;16386;7581
45;28;24796;16960;7836
45;27;25601;17509;8092
45;26;26213;18029;8184
45;25;26653;18390;8263
45;24;27245;18846;8399
45;23;27752;19195;8557
45;22;28511;19754;8757
45;21;29400;20424;8976
45;20;30004;20870;9134
45;19;30598;21322;9276
45;18;31230;21793;9437
45;17;31898;22303;9595
45;16;32870;23089;9781
45;15;33629;23649;9980
45;14;34211;24155;10056
45;13;34569;24459;10110
45;12;34980;24774;10206
45;11;35275;;
45;10;35628;;
45;9;36017;;
45;8;36419;;
45;7;36626;;
46;29;33707;16411;17296
46;28;34737;16723;18014
46;27;35514;16921;18593
46;26;36052;17148;18904
46;25;36498;17345;19153
46;24;37082;17599;19483
46;23;37576;17791;19785
46;22;38275;18190;20085
46;21;39611;18695;20916
46;20;40095;18928;21167
46;19;40473;19162;21311
46;18;40961;19507;21454
46;17;41588;19788;21800
46;16;42832;20339;22493
46;15;43349;20515;22834
46;14;43676;20518;23158
46;13;43809;20555;23254
46;12;44233;20797;23436
46;11;44398;;
46;10;44430;;
46;9;44434;;
46;8;44455;;
46;7;44419;;
47;29;26492;16850;9642
47;28;27121;17199;9922
47;27;27676;17432;10244
47;26;28181;17771;10410
47;25;28521;17975;10546
47;24;29023;18251;10772
47;23;29365;18441;10924
47;22;29936;18803;11133
47;21;30989;19361;11628
47;20;31457;19672;11785
47;19;31807;19964;11843
47;18;32421;20435;11986
47;17;33060;20896;12164
47;16;33866;21510;12356
47;15;34438;21930;12508
47;14;35021;22301;12720
47;13;35369;22594;12775
47;12;35769;22910;12859
47;11;35782;;
47;10;35898;;
47;9;35999;;
47;8;35951;;
47;7;36150;;
48;29;36170;18370;17800
48;28;37112;18952;18160
48;27;38253;19455;18798
48;26;39043;20063;18980
48;25;39689;20500;19189
48;24;40567;21105;19462
48;23;41489;21686;19803
48;22;42606;22352;20254
48;21;44518;23333;21185
48;20;45668;24031;21637
48;19;46681;24679;22002
48;18;47500;25317;22183
48;17;48474;25991;22483
48;16;49668;26786;22882
48;15;50638;27407;23231
48;14;51212;27462;23750
48;13;51711;27755;23956
48;12;52203;28006;24197
48;11;52664;;
48;10;53172;;
48;9;53681;;
48;8;53996;;
48;7;54318;;
49;29;32510;19819;12691
49;28;33467;20388;13079
49;27;34294;20803;13491
49;26;35013;21271;13742
49;25;35489;21660;13829
49;24;36056;22017;14039
49;23;36846;22603;14243
49;22;37628;23200;14428
49;21;38852;23898;14954
49;20;39647;24459;15188
49;19;40361;24946;15415
49;18;40996;25409;15587
49;17;41530;25866;15664
49;16;42282;26458;15824
49;15;42958;26965;15993
49;14;43438;27340;16098
49;13;43880;27687;16193
49;12;44177;27913;16264
49;11;44520;;
49;10;44788;;
49;9;45046;;
49;8;45367;;
49;7;45677;;
50;29;7542;4342;3200
50;28;7727;4422;3305
50;27;7947;4510;3437
50;26;8096;4580;3516
50;25;8255;4681;3574
50;24;8399;4764;3635
50;23;8537;5345;3192
50;22;8717;5459;3258
50;21;8981;5617;3364
50;20;9205;5779;3426
50;19;9437;5935;3502
50;18;9660;6071;3589
50;17;9854;6185;3669
50;16;10151;6390;3761
50;15;10323;6492;3831
50;14;10453;6543;3910
50;13;10588;6663;3925
50;12;10681;6702;3979
50;11;10697;;
50;10;10773;;
50;9;10786;;
50;8;10822;;
50;7;10800;;
51;29;29472;15550;13922
51;28;30451;16088;14363
51;27;31454;16594;14860
51;26;32191;17048;15143
51;25;32748;17386;15362
51;24;33434;17836;15598
51;23;34218;18322;15896
51;22;35022;18738;16284
51;21;35993;19254;16739
51;20;36768;19774;16994
51;19;37549;20307;17242
51;18;38309;20802;17507
51;17;39098;21301;17797
51;16;40097;21863;18234
