1;29;2808901;924179;1884722
1;28;2847904;936836;1911068
1;27;2888558;945330;1943228
1;26;2921262;958649;1962613
1;25;2943472;968892;1974580
1;24;2971905;982637;1989268
1;23;3003641;998037;2005604
1;22;3052588;1015462;2037126
1;21;3141976;1042912;2099064
1;20;3183856;1058423;2125433
1;19;3212605;1068222;2144383
1;18;3249983;1082625;2167358
1;17;3289835;1099179;2190656
1;16;3355220;1121698;2233522
1;15;3398929;1134036;2264893
1;14;3431497;1136420;2295077
1;13;3454637;1143668;2310969
1;12;3486998;1152805;2334193
1;11;3512074;1154987;2357087
1;10;3536401;1159196;2377205
1;9;3562261;1163760;2398501
1;8;3588013;1159357;2428656
1;7;3615212;1182313;2432899
2;29;805367;169481;635886
2;28;805173;170087;635086
2;27;805380;170206;635174
2;26;807523;171791;635732
2;25;806106;172454;633652
2;24;806308;173925;632383
2;23;805915;176046;629869
2;22;811515;177189;634326
2;21;824193;179713;644480
2;20;826445;180541;645904
2;19;826306;180735;645571
2;18;828191;181495;646696
2;17;831237;182591;648646
2;16;838556;183990;654566
2;15;841748;183977;657771
2;14;843320;183084;660236
2;13;845292;183582;661710
2;12;850668;184437;666231
2;11;855876;;
2;10;859964;;
2;9;864906;;
2;8;870265;;
2;7;877569;;
3;29;138095;58682;79413
3;28;141616;59945;81671
3;27;145109;60747;84362
3;26;147809;61639;86170
3;25;149851;62533;87318
3;24;152139;63343;88796
3;23;154980;64411;90569
3;22;158403;65366;93037
3;21;164833;67191;97642
3;20;167603;68332;99271
3;19;170249;69475;100774
3;18;173028;70772;102256
3;17;175813;72273;103540
3;16;179626;73887;105739
3;15;182751;74995;107756
3;14;184992;75234;109758
3;13;186484;76127;110357
3;12;187990;77041;110949
3;11;189453;;
3;10;191168;;
3;9;192912;;
3;8;194736;;
3;7;196470;;
4;29;563112;175109;388003
4;28;569875;174874;395001
4;27;577358;174266;403092
4;26;583047;174868;408179
4;25;587238;175314;411924
4;24;592816;176506;416310
4;23;599638;177663;421975
4;22;610225;179672;430553
4;21;629896;183242;446654
4;20;638385;183712;454673
4;19;643358;183112;460246
4;18;650408;184222;466186
4;17;658100;185847;472253
4;16;671923;188722;483201
4;15;682074;190195;491879
4;14;689787;188979;500808
4;13;695033;189466;505567
4;12;702090;190180;511910
4;11;708531;;
4;10;713926;;
4;9;719178;;
4;8;725178;;
4;7;731631;;
5;29;317252;95133;222119
5;28;320507;94367;226140
5;27;324618;93507;231111
5;26;327300;93731;233569
5;25;329013;93996;235017
5;24;331553;94754;236799
5;23;334744;95815;238929
5;22;340047;97304;242743
5;21;350306;99894;250412
5;20;355084;101088;253996
5;19;357201;100905;256296
5;18;360434;100743;259691
5;17;364486;101066;263420
5;16;372541;102141;270400
5;15;376854;102246;274608
5;14;379878;102108;277770
5;13;382076;102442;279634
5;12;386129;103208;282921
5;11;388015;;
5;10;389819;;
5;9;391544;;
5;8;393219;;
5;7;395637;;
6;29;141287;72160;69127
6;28;145360;74146;71214
6;27;149077;75735;73342
6;26;151793;76987;74806
6;25;154084;78152;75932
6;24;156455;79436;77019
6;23;159273;80683;78590
6;22;162205;81971;80234
6;21;167143;84046;83097
6;20;169973;85355;84618
6;19;172200;86436;85764
6;18;174810;87950;86860
6;17;177439;89623;87816
6;16;181376;91883;89493
6;15;184058;93217;90841
6;14;185970;94066;91904
6;13;187281;94723;92558
6;12;188775;95559;93216
6;11;189721;;
6;10;190684;;
6;9;191951;;
6;8;192775;;
6;7;193800;;
7;29;218726;88614;130112
7;28;225033;91209;133824
7;27;231001;93201;137800
7;26;235394;95160;140234
7;25;238748;96701;142047
7;24;242340;98530;143810
7;23;246298;100375;145923
7;22;251401;102903;148498
7;21;259374;106322;153052
7;20;264319;108806;155513
7;19;268815;110617;158198
7;18;273701;112720;160981
7;17;278262;114852;163410
7;16;284918;117682;167236
7;15;290097;119516;170581
7;14;294182;118983;175199
7;13;296871;119862;177009
7;12;300305;121044;179261
7;11;302829;;
7;10;306004;;
7;9;309061;;
7;8;312152;;
7;7;314553;;
8;29;265467;97976;167491
8;28;270482;100554;169928
8;27;276329;102600;173729
8;26;281632;105186;176446
8;25;285763;107328;178435
8;24;290471;109852;180619
8;23;295824;112596;183228
8;22;303110;115977;187133
8;21;316278;121228;195050
8;20;323353;124678;198675
8;19;328699;126941;201758
8;18;335221;129713;205508
8;17;341761;132846;208915
8;16;350938;136963;213975
8;15;357441;139348;218093
8;14;362783;140649;222134
8;13;366330;141699;224631
8;12;370444;142926;227518
8;11;373605;;
8;10;376915;;
8;9;380314;;
8;8;382927;;
8;7;385257;;
9;29;95817;55103;40714
9;28;98608;56725;41883
9;27;101200;58042;43158
9;26;103083;59396;43687
9;25;104623;60514;44109
9;24;106335;61830;44505
9;23;108125;63202;44923
9;22;110511;64797;45714
9;21;114763;67099;47664
9;20;117100;68651;48449
9;19;119179;69988;49191
9;18;121549;71646;49903
9;17;124020;73153;50867
9;16;127690;75452;52238
9;15;130179;77081;53098
9;14;131808;78036;53772
9;13;132982;78755;54227
9;12;134277;79545;54732
9;11;134924;;
9;10;135834;;
9;9;137048;;
9;8;138167;;
9;7;139045;;
10;29;134139;54694;79445
10;28;137769;55952;81817
10;27;141293;56719;84574
10;26;143511;57603;85908
10;25;145482;58529;86953
10;24;147728;59543;88185
10;23;149843;60896;88947
10;22;152594;62238;90356
10;21;157718;64107;93611
10;20;160532;65380;95152
10;19;162431;66455;95976
10;18;164963;67851;97112
10;17;167888;69158;98730
10;16;172426;70999;101427
10;15;175090;71750;103340
10;14;177139;72163;104976
10;13;178315;72757;105558
10;12;179952;73531;106421
10;11;180499;;
10;10;181291;;
10;9;182099;;
10;8;183126;;
10;7;184245;;
11;29;129639;57227;72412
11;28;133481;58977;74504
11;27;137193;60307;76886
11;26;140170;62288;77882
11;25;142564;63371;79193
11;24;145760;64918;80842
11;23;149001;66350;82651
11;22;152577;68045;84532
11;21;157472;70070;87402
11;20;161062;71880;89182
11;19;164167;73558;90609
11;18;167678;75513;92165
11;17;170829;77770;93059
11;16;175226;79979;95247
11;15;178637;81711;96926
11;14;181638;83118;98520
11;13;183973;84255;99718
11;12;186368;85334;101034
11;11;188621;;
11;10;190796;;
11;9;193248;;
11;8;195468;;
11;7;197005;;
12;29;19606;7523;12083
12;28;20210;7785;12425
12;27;20824;7975;12849
12;26;21332;8159;13173
12;25;21677;8317;13360
12;24;22210;8532;13678
12;23;22796;8788;14008
12;22;23460;9091;14369
12;21;24501;9500;15001
12;20;25310;9761;15549
12;19;25967;9992;15975
12;18;26665;10236;16429
12;17;27328;10512;16816
12;16;28239;10848;17391
12;15;28951;10965;17986
12;14;29500;11095;18405
12;13;29933;11237;18696
12;12;30266;11343;18923
12;11;30655;;
12;10;30988;;
12;9;31333;;
12;8;31579;;
12;7;31806;;
13;29;26077;23790;2287
13;28;26563;24162;2401
13;27;26831;24363;2468
13;26;27126;24630;2496
13;25;27347;24835;2512
13;24;27618;25066;2552
13;23;27960;25330;2630
13;22;28210;25519;2691
13;21;29052;26200;2852
13;20;29441;26461;2980
13;19;29773;26709;3064
13;18;30281;27132;3149
13;17;30786;27549;3237
13;16;31415;28132;3283
13;15;31741;28413;3328
13;14;31828;28453;3375
13;13;32255;28841;3414
13;12;32644;29205;3439
13;11;32722;;
13;10;32852;;
13;9;32910;;
13;8;32736;;
13;7;32647;;
14;29;51534;;51534
14;28;52792;;52792
14;27;54431;;54431
14;26;55614;;55614
14;25;56357;;56357
14;24;57281;;57281
14;23;58515;;58515
14;22;60302;;60302
14;21;63630;;63630
14;20;64770;;64770
14;19;65856;;65856
14;18;66749;;66749
14;17;67443;;67443
14;16;68838;;68838
14;15;70053;;70053
14;14;71012;;71012
14;13;71261;;71261
14;12;71460;;71460
14;11;72045;;
14;10;72658;;
14;9;73235;;
14;8;74208;;
14;7;74912;;
15;29;24149;14385;9764
15;28;24999;14869;10130
15;27;25755;15195;10560
15;26;26393;15582;10811
15;25;26890;15887;11003
15;24;27479;16213;11266
15;23;28116;16626;11490
15;22;28782;17049;11733
15;21;29632;17634;11998
15;20;30285;18140;12145
15;19;30929;18537;12392
15;18;31583;18969;12614
15;17;32275;19874;12401
15;16;33119;20322;12797
15;15;33783;20800;12983
15;14;34297;21118;13179
15;13;34752;21521;13231
15;12;35150;21849;13301
15;11;35604;;
15;10;36100;;
15;9;36517;;
15;8;36960;;
15;7;37225;;
16;29;4168;1788;2380
16;28;4254;1838;2416
16;27;4330;1871;2459
16;26;4371;1879;2492
16;25;4369;1894;2475
16;24;4460;1935;2525
16;23;4532;1951;2581
16;22;4593;1966;2627
16;21;4679;1985;2694
16;20;4771;2014;2757
16;19;4861;2041;2820
16;18;4901;2083;2818
16;17;4971;2103;2868
16;16;5120;2159;2961
16;15;5240;2159;3081
16;14;5296;2171;3125
16;13;5362;2199;3163
16;12;5458;2214;3244
16;11;5499;;
16;10;5653;;
16;9;5738;;
16;8;5784;;
16;7;5836;;
17;29;23778;12326;11452
17;28;24645;12761;11884
17;27;25418;13148;12270
17;26;25937;13481;12456
17;25;26473;13804;12669
17;24;27026;14101;12925
17;23;27632;14349;13283
17;22;28322;14753;13569
17;21;29439;15297;14142
17;20;30178;15752;14426
17;19;30959;16177;14782
17;18;31766;16631;15135
17;17;32515;17075;15440
17;16;33551;17704;15847
17;15;34266;18123;16143
17;14;34715;18459;16256
17;13;35063;18664;16399
17;12;35498;18858;16640
17;11;35942;;
17;10;36384;;
17;9;36852;;
17;8;37289;;
17;7;37718;;
18;29;19605;7164;12441
18;28;20041;7251;12790
18;27;20400;7174;13226
18;26;20728;7160;13568
18;25;20943;7181;13762
18;24;21221;7093;14128
18;23;21495;7061;14434
18;22;21876;7038;14838
18;21;22656;7220;15436
18;20;22954;7334;15620
18;19;23187;7470;15717
18;18;23469;7506;15963
18;17;23865;7641;16224
18;16;24252;7615;16637
18;15;24665;7542;17123
18;14;24965;7065;17900
18;13;25169;7091;18078
18;12;25500;7222;18278
18;11;25786;;
18;10;26268;;
18;9;26778;;
18;8;27213;;
18;7;27856;;
19;29;23724;7940;15784
19;28;23770;8041;15729
19;27;23959;8010;15949
19;26;24164;8005;16159
19;25;24234;7980;16254
19;24;24396;7952;16444
19;23;24700;8008;16692
19;22;25061;8070;16991
19;21;25802;8241;17561
19;20;26041;8308;17733
19;19;26338;8381;17957
19;18;26654;8513;18141
19;17;26973;8631;18342
19;16;27649;9015;18634
19;15;28015;9195;18820
19;14;28333;9324;19009
19;13;28576;9472;19104
19;12;28976;9592;19384
19;11;29250;;
19;10;29504;;
19;9;29861;;
19;8;30090;;
19;7;30410;;
20;29;15366;9520;5846
20;28;15892;9810;6082
20;27;16325;10021;6304
20;26;16806;10356;6450
20;25;17141;10599;6542
20;24;17568;10938;6630
20;23;18030;11296;6734
20;22;18468;11572;6896
20;21;18961;11945;7016
20;20;19415;12330;7085
20;19;19838;12648;7190
20;18;20368;13136;7232
20;17;20893;13577;7316
20;16;21463;14062;7401
20;15;21944;14464;7480
20;14;22653;15014;7639
20;13;22952;15282;7670
20;12;23033;15378;7655
20;11;23088;;
20;10;23341;;
20;9;23708;;
20;8;24256;;
20;7;24772;;
21;29;42052;15010;27042
21;28;42561;14757;27804
21;27;43196;14628;28568
21;26;43875;14844;29031
21;25;44470;15117;29353
21;24;45079;15400;29679
21;23;45713;15526;30187
21;22;46653;15876;30777
21;21;48036;16311;31725
21;20;48792;16522;32270
21;19;49051;16425;32626
21;18;49589;16595;32994
21;17;50373;16923;33450
21;16;51218;17182;34036
21;15;51510;17228;34282
21;14;51734;17256;34478
21;13;52031;17353;34678
21;12;52258;17290;34968
21;11;52410;;
21;10;52302;;
21;9;52291;;
21;8;52307;;
21;7;52068;;
22;29;21583;11690;9893
22;28;22449;12251;10198
22;27;23147;12662;10485
22;26;23807;13169;10638
22;25;24306;13461;10845
22;24;24890;13815;11075
22;23;25584;14222;11362
22;22;26322;14660;11662
22;21;27427;15265;12162
22;20;28085;15741;12344
22;19;28543;16002;12541
22;18;29083;16407;12676
22;17;29746;16884;12862
22;16;30536;17406;13130
22;15;31012;17702;13310
22;14;31367;17917;13450
22;13;31656;18118;13538
22;12;31940;18274;13666
22;11;32316;;
22;10;32605;;
22;9;32956;;
22;8;33230;;
22;7;33764;;
23;29;26043;15510;10533
23;28;26800;15974;10826
23;27;27565;16473;11092
23;26;28162;16906;11256
23;25;28665;17268;11397
23;24;29184;17721;11463
23;23;29657;18061;11596
23;22;30331;18520;11811
23;21;31511;19181;12330
23;20;32291;19700;12591
23;19;32954;20083;12871
23;18;33692;20613;13079
23;17;34429;21044;13385
23;16;35517;21779;13738
23;15;36314;22374;13940
23;14;36852;22731;14121
23;13;37288;23037;14251
23;12;37795;23352;14443
23;11;38076;;
23;10;38439;;
23;9;38925;;
23;8;39305;;
23;7;39560;;
24;29;30257;19400;10857
24;28;30836;19740;11096
24;27;31447;20019;11428
24;26;31915;20378;11537
24;25;32358;20662;11696
24;24;32922;21078;11844
24;23;33389;21360;12029
24;22;33920;21597;12323
24;21;34795;22097;12698
24;20;35174;22282;12892
24;19;35571;22592;12979
24;18;35970;22869;13101
24;17;36217;23040;13177
24;16;36732;23401;13331
24;15;37117;23585;13532
24;14;37394;23684;13710
24;13;37438;23661;13777
24;12;37632;23769;13863
24;11;37558;;
24;10;37519;;
24;9;37630;;
24;8;37732;;
24;7;37780;;
25;29;10776;6838;3938
25;28;11067;6974;4093
25;27;11307;7082;4225
25;26;11486;7196;4290
25;25;11636;7287;4349
25;24;11777;7402;4375
25;23;11921;7522;4399
25;22;12105;7628;4477
25;21;12378;7788;4590
25;20;12562;7865;4697
25;19;12738;7980;4758
25;18;12909;8083;4826
25;17;13077;8170;4907
25;16;13323;8363;4960
25;15;13477;8476;5001
25;14;13618;8592;5026
25;13;13724;8683;5041
25;12;13907;8795;5112
25;11;14002;;
25;10;14129;;
25;9;14267;;
25;8;14381;;
25;7;14420;;
26;29;288363;;288363
26;28;292691;;292691
26;27;297846;;297846
26;26;301357;;301357
26;25;304012;;304012
26;24;306888;;306888
26;23;310773;;310773
26;22;317319;;317319
26;21;329542;;329542
26;20;335393;;335393
26;19;339535;;339535
26;18;343932;;343932
26;17;348506;;348506
26;16;356954;;356954
26;15;363952;;363952
26;14;370242;;370242
26;13;374176;;374176
26;12;379706;;379706
26;11;385620;;
26;10;390623;;
26;9;395555;;
26;8;402061;;
26;7;408706;;
27;29;92644;78982;13662
27;28;91073;77173;13900
27;27;89516;75388;14128
27;26;88396;74096;14300
27;25;87138;72779;14359
27;24;86419;71827;14592
27;23;86109;71173;14936
27;22;85922;70678;15244
27;21;86978;71155;15823
27;20;85752;69598;16154
27;19;83946;67596;16350
27;18;83346;66756;16590
27;17;83091;66269;16822
27;16;83200;66108;17092
27;15;83167;65721;17446
27;14;82108;63111;18997
27;13;81650;62640;19010
27;12;81373;62365;19008
27;11;81007;;
27;10;80488;;
27;9;79920;;
27;8;78753;;
27;7;77559;;
28;29;11764;5930;5834
28;28;12125;6093;6032
28;27;12379;6222;6157
28;26;12494;6266;6228
28;25;12634;6292;6342
28;24;12738;6392;6346
28;23;13034;6508;6526
28;22;13273;6634;6639
28;21;13659;6717;6942
28;20;13906;6829;7077
28;19;14080;6906;7174
28;18;14241;7027;7214
28;17;14420;7135;7285
28;16;14688;7352;7336
28;15;14781;7453;7328
28;14;14783;7460;7323
28;13;14893;7528;7365
28;12;14934;7539;7395
28;11;14992;;
28;10;15140;;
28;9;15281;;
28;8;15315;;
28;7;15546;;
29;29;46626;23260;23366
29;28;47872;23779;24093
29;27;49053;24125;24928
29;26;49939;24629;25310
29;25;50881;25227;25654
29;24;51969;25998;25971
