Jonava d. mun.;2017;395;196;199
Kaišiadorys d. mun.;1994;408;;
Kaišiadorys d. mun.;1995;447;;
Kaišiadorys d. mun.;1996;380;;
Kaišiadorys d. mun.;1997;438;;
Kaišiadorys d. mun.;1998;392;;
Kaišiadorys d. mun.;1999;389;;
Kaišiadorys d. mun.;2000;393;209;184
Kaišiadorys d. mun.;2001;351;181;170
Kaišiadorys d. mun.;2002;333;188;145
Kaišiadorys d. mun.;2003;321;147;174
Kaišiadorys d. mun.;2004;296;155;141
Kaišiadorys d. mun.;2005;333;165;168
Kaišiadorys d. mun.;2006;285;150;135
Kaišiadorys d. mun.;2007;323;177;146
Kaišiadorys d. mun.;2008;330;161;169
Kaišiadorys d. mun.;2009;320;163;157
Kaišiadorys d. mun.;2010;315;170;145
Kaišiadorys d. mun.;2011;283;134;149
Kaišiadorys d. mun.;2012;275;137;138
Kaišiadorys d. mun.;2013;278;158;120
Kaišiadorys d. mun.;2014;287;157;130
Kaišiadorys d. mun.;2015;277;133;144
Kaišiadorys d. mun.;2016;284;152;132
Kaišiadorys d. mun.;2017;259;126;133
Kaunas c. mun.;1994;4674;;
Kaunas c. mun.;1995;4647;;
Kaunas c. mun.;1996;4278;;
Kaunas c. mun.;1997;3859;;
Kaunas c. mun.;1998;3866;;
Kaunas c. mun.;1999;3851;;
Kaunas c. mun.;2000;3363;1743;1620
Kaunas c. mun.;2001;3024;1571;1453
Kaunas c. mun.;2002;2980;1538;1442
Kaunas c. mun.;2003;2923;1481;1442
Kaunas c. mun.;2004;3035;1542;1493
Kaunas c. mun.;2005;3010;1506;1504
Kaunas c. mun.;2006;2979;1558;1421
Kaunas c. mun.;2007;3132;1605;1527
Kaunas c. mun.;2008;3398;1754;1644
Kaunas c. mun.;2009;3488;1789;1699
Kaunas c. mun.;2010;3371;1720;1651
Kaunas c. mun.;2011;3190;1625;1565
Kaunas c. mun.;2012;3193;1630;1563
Kaunas c. mun.;2013;3032;1528;1504
Kaunas c. mun.;2014;3163;1635;1528
Kaunas c. mun.;2015;3188;1672;1516
Kaunas c. mun.;2016;3196;1666;1530
Kaunas c. mun.;2017;2970;1545;1425
Kaunas d. mun.;1994;928;;
Kaunas d. mun.;1995;939;;
Kaunas d. mun.;1996;1101;;
Kaunas d. mun.;1997;1064;;
Kaunas d. mun.;1998;927;;
